15954000,3272800,100,P,T,0
20975000,3262500,300,P,@F,0
22191000,3259800,100,P,@F,0
23430000,3253000,100,P,T,0
23448000,3252100,100,P,T,0
25186000,3255600,100,P,@F,0
25212000,3255600,100,P,T,0
25237000,3264000,100,P,T,0
25237000,3264000,100,P,T,0
25846000,3257800,100,P,T,0
25846000,3257500,200,P,T,0
25892000,3263600,100,P,@F,0
25895000,3263600,200,Q,@F,0
25895000,3263600,200,Q,@F,0
25896000,3263600,100,Q,@F,0
25896000,3263600,200,Q,@F,0
25896000,3263600,200,Q,@F,0
25897000,3263600,100,Q,@F,0
25897000,3263600,100,Q,T,0
25899000,3263600,100,Q,@F,0
25903000,3263600,100,Q,@F,0
25995000,3263500,100,P,T,0
26059000,3262200,100,P,T,0
26070000,3262200,100,P,T,0
26162000,3265000,200,P,T,0
26358000,3262400,100,P,T,0
26370000,3261800,100,P,@F,0
26622000,3260000,100,P,T,0
27139000,3258200,100,P,T,0
27220000,3258400,100,P,T,0
27422000,3262000,100,Q,@F,0
27736000,3263600,100,P,@F,0
27737000,3263700,100,P,T,0
27751000,3258100,100,P,@F,0
27816000,3260100,100,P,T,0
28584000,3260000,100,P,T,0
28642000,3258100,100,P,@F,0
28642000,3258100,100,P,@F,0
28643000,3258100,100,P,@F,0
28643000,3258100,100,P,@F,0
28643000,3258100,100,P,@F,0
28655000,3258000,100,P,T,0
28655000,3258000,100,P,T,0
28656000,3257600,100,P,T,0
28656000,3257600,100,P,T,0
28657000,3257600,100,P,T,0
28657000,3257500,100,P,T,0
28801000,3258900,200,Q,@F,0
28824000,3256900,100,Q,@F,0
28824000,3256900,100,Q,@F,0
28824000,3256900,100,Q,@F,0
28824000,3256900,100,Q,@F,0
28824000,3256900,100,Q,@F,0
28824000,3257000,100,Q,@F,0
28832000,3257000,200,Q,@F,0
28834000,3257000,100,Q,@F,0
28883000,3257800,100,P,T,0
28914000,3255600,100,Q,@F,0
28922000,3255200,100,P,T,0
28924000,3255300,173,Q,@F,0
28924000,3255200,127,Q,@F,0
28925000,3255100,227,Q,@F,0
28926000,3255000,215,Q,@F,0
28969000,3258100,100,Q,@F,0
28973000,3258200,280,P,T,0
28974000,3255100,100,P,T,0
28974000,3255000,351,P,T,0
29057000,3258500,100,P,T,0
29063000,3258500,150,P,T,0
29088000,3258000,500,P,T,0
29089000,3259000,100,P,T,0
29165000,3258000,300,Q,@F,0
29188000,3257000,200,K,T,0
29188000,3256200,263,Q,@F,0
29189000,3256100,100,P,T,0
29209000,3256100,100,Q,@F,0
29209000,3256100,100,Q,@F,0
29211000,3256100,100,P,T,0
29214000,3256100,100,P,T,0
29237000,3256000,216,P,T,0
29281000,3255200,100,P,@F,0
29296000,3256000,114,Q,T,0
29397000,3255200,100,P,T,0
29419000,3256000,252,Q,@F,0
29419000,3257900,200,P,@F,0
29419000,3258300,100,Q,@F,0
29419000,3259000,418,Q,@F,0
29419000,3258000,100,P,@F,0
29419000,3258100,100,P,@F,0
29419000,3258100,200,P,@F,0
29493000,3258100,192,Q,@F,0
29493000,3258100,100,Q,@F,0
29551000,3259000,300,Q,@F,0
29552000,3259000,200,Q,@F,0
29553000,3259500,110,P,@F,0
29555000,3259500,200,P,T,0
29614000,3260000,170,Q,T,0
29645000,3258000,100,Q,@F,0
30044000,3257000,100,K,T,0
30045000,3257000,100,K,T,0
30046000,3257000,100,K,T,0
30080000,3255000,195,Q,T,0
30101000,3255200,100,P,@F,0
30109000,3255100,300,P,@F,0
30109000,3255000,200,Q,@F,0
30109000,3255000,600,Q,@F,0
30109000,3255000,270,Q,@F,0
30123000,3253500,100,Q,@F,0
30123000,3253000,100,P,@,0
30123000,3253000,100,Q,@F,0
30131000,3253400,200,Q,@F,0
30133000,3253400,100,Q,@F,0
30133000,3253500,100,P,T,0
30153000,3255100,100,P,T,0
30246000,3255200,500,P,@F,0
30276000,3255200,175,P,T,0
30276000,3256100,100,Q,T,0
30312000,3255200,240,Q,@F,0
30363000,3255000,100,P,@F,0
30387000,3256500,100,Q,@F,0
30449000,3255500,100,P,T,0
30449000,3255000,150,P,T,0
30449000,3255000,100,Q,@F,0
30454000,3255000,300,P,T,0
30461000,3255000,300,P,T,0
30586000,3255500,300,P,T,0
30588000,3255500,200,P,T,0
30588000,3255000,300,Q,T,0
30600000,3256500,195,P,@F,0
30602000,3256500,100,P,T,0
30602000,3256500,100,P,T,0
30602000,3256500,200,P,T,0
30602000,3256500,100,P,T,0
30603000,3256500,200,P,@F,0
30603000,3256500,100,P,@F,0
30607000,3258000,100,P,@F,0
30616000,3259400,100,P,T,0
30620000,3260000,100,Q,T,0
30620000,3260000,100,Q,T,0
30626000,3258000,960,P,@F,0
30626000,3260000,1025,Q,@F,0
30626000,3259500,250,P,@F,0
30636000,3262500,100,P,@F,0
30636000,3263900,200,P,@F,0
30641000,3265700,300,Q,@F,0
30641000,3265700,100,P,@F,0
30641000,3266500,100,Q,T,0
30641000,3265800,100,P,@F,0
30646000,3264900,100,P,T,0
30646000,3264900,300,P,T,0
30646000,3265000,1000,P,@,0
30646000,3264800,100,Q,@F,0
30650000,3263800,500,Q,@F,0
30650000,3264900,100,Q,@F,0
30650000,3264900,200,Q,@F,0
30653000,3265500,100,Q,@F,0
30658000,3266400,100,P,@F,0
30658000,3266300,300,Q,@F,0
30658000,3266500,300,P,@F,0
30659000,3267500,100,Q,@F,0
30659000,3267500,100,Q,@F,0
30659000,3267500,100,Q,@F,0
30659000,3267500,100,Q,T,0
30659000,3267500,100,Q,T,0
30661000,3265000,200,Q,@F,0
30683000,3265000,200,P,T,0
30683000,3265000,200,P,T,0
30684000,3265000,600,P,@F,0
30698000,3265700,100,Q,@F,0
30699000,3263100,100,P,T,0
30709000,3265000,1000,Q,@F,0
30711000,3265500,100,Q,@F,0
30711000,3265500,170,Q,@F,0
30713000,3265000,100,Q,@F,0
30716000,3267500,100,P,T,0
30716000,3267500,100,P,T,0
30718000,3267500,100,P,T,0
30718000,3267500,100,P,T,0
30720000,3267700,100,P,@F,0
30721000,3267500,100,P,T,0
30722000,3267500,100,P,T,0
30722000,3267500,100,P,T,0
30722000,3267500,100,P,T,0
30723000,3267500,100,P,@F,0
30723000,3267500,100,P,@F,0
30723000,3267500,100,P,@F,0
30728000,3266900,100,P,@F,0
30728000,3266900,200,P,@F,0
30735000,3266900,100,P,T,0
30735000,3268300,100,P,@,0
30735000,3267300,300,Q,@F,0
30740000,3266900,200,P,@F,0
30740000,3267900,100,Q,@F,0
30740000,3267900,100,Q,@F,0
30740000,3268000,115,Q,@F,0
30740000,3268800,706,Q,@F,0
30740000,3269000,300,Q,@F,0
30740000,3269900,200,Q,@F,0
30740000,3270000,100,Q,@F,0
30740000,3270000,215,Q,@F,0
30740000,3270000,221,Q,@F,0
30740000,3268800,100,P,@F,0
30750000,3266900,100,Q,@F,0
30778000,3267500,171,P,T,0
30788000,3267500,300,Q,@F,0
30788000,3267500,300,Q,@F,0
30789000,3267500,200,Q,@F,0
30789000,3268800,100,Q,@F,0
30789000,3269500,200,Q,@F,0
30789000,3269900,100,Q,@F,0
30789000,3269900,100,P,@F,0
30796000,3269200,100,Q,T,0
30797000,3269200,100,Q,@F,0
30798000,3269200,300,Q,@F,0
30807000,3270000,750,Q,@F,0
30807000,3270000,200,P,T,0
30808000,3270100,200,P,T,0
30810000,3270000,100,P,@F,0
30822000,3270000,200,P,@F,0
30830000,3270000,100,P,T,0
30840000,3270000,100,Q,@F,0
30840000,3270000,100,Q,@F,0
30841000,3270000,100,Q,T,0
30841000,3270000,400,Q,T,0
30845000,3269600,100,Q,@F,0
30847000,3268200,100,P,@F,0
30887000,3269300,100,Q,@F,0
30887000,3269100,271,Q,@F,0
30888000,3269000,101,Q,@F,0
30888000,3267700,200,Q,@F,0
30888000,3267600,100,P,@F,0
30889000,3267500,300,P,@F,0
30889000,3266900,100,Q,@F,0
30889000,3266900,199,Q,@F,0
30898000,3266900,100,Q,@F,0
30908000,3266900,100,Q,@F,0
30912000,3266900,100,Q,@F,0
30913000,3267000,300,Q,@F,0
30913000,3267000,125,Q,@F,0
30922000,3267000,125,Q,@F,0
30924000,3267700,100,P,T,0
30934000,3267800,100,Q,@F,0
30945000,3267500,100,P,T,0
30992000,3269800,100,P,@F,0
30992000,3270000,100,Q,@F,0
31008000,3269500,100,P,T,0
31008000,3269700,100,Q,@F,0
31009000,3269700,100,P,@F,0
31009000,3269700,100,P,@F,0
31009000,3270000,100,P,T,0
31009000,3269900,100,P,@F,0
31050000,3270000,100,Q,@F,0
31067000,3268700,100,P,T,0
31067000,3268700,285,P,T,0
31070000,3268500,135,Q,@F,0
31070000,3268700,100,P,T,0
31088000,3268100,100,Q,T,0
31088000,3268000,100,P,T,0
31088000,3268000,150,P,T,0
31088000,3267600,145,P,T,0
31177000,3269900,100,Q,@F,0
31177000,3269900,100,Q,@F,0
31195000,3268800,300,Q,@F,0
31200000,3268800,100,Q,@F,0
31206000,3269500,100,Q,@F,0
31206000,3269500,300,Q,@F,0
31211000,3267800,100,Q,@F,0
31211000,3267700,100,P,@F,0
31212000,3267100,169,Q,@F,0
31229000,3267000,100,Q,@F,0
31231000,3266400,200,Q,@F,0
31259000,3266000,100,Q,@F,0
31262000,3265400,100,Q,@F,0
31262000,3265400,100,Q,@F,0
31262000,3265100,100,Q,@F,0
31314000,3265000,500,Q,@F,0
31315000,3265000,300,Q,@F,0
31315000,3265000,100,Q,@F,0
31337000,3264200,200,Q,T,0
31401000,3266600,100,K,T,0
31406000,3267900,100,Q,@F,0
31411000,3267000,200,Q,@F,0
31412000,3267000,600,Q,@F,0
31413000,3269800,100,P,T,0
31413000,3269800,100,P,T,0
31508000,3267100,100,Q,T,0
31558000,3267900,115,P,@F,0
31558000,3267900,100,P,T,0
31559000,3268000,250,P,T,0
31587000,3268000,100,P,T,0
31606000,3268000,100,K,T,0
31607000,3268000,400,K,T,0
31659000,3270000,100,Q,@F,0
31661000,3269600,200,Q,@F,0
31704000,3269800,100,Q,@F,0
31704000,3269800,100,Q,@F,0
31704000,3269800,245,Q,@F,0
31720000,3269700,400,Q,@F,0
31720000,3270000,100,Q,@F,0
31720000,3270000,400,Q,@F,0
31724000,3270000,400,Q,@F,0
31837000,3268600,100,Q,@F,0
31843000,3268500,100,Q,@F,0
31844000,3268500,100,Q,@F,0
31888000,3269000,300,Q,@F,0
31891000,3269000,100,Q,@F,0
31891000,3269000,100,Q,@F,0
31904000,3269000,100,Q,@F,0
31904000,3269000,100,Q,@F,0
31906000,3269100,100,Q,@F,0
31907000,3269100,100,Q,@F,0
31909000,3269100,220,Q,@F,0
31909000,3269100,100,Q,@F,0
31911000,3269500,100,P,@F,0
31911000,3269500,100,P,@F,0
31920000,3269000,100,P,T,0
31922000,3268600,100,P,T,0
31922000,3268600,100,P,T,0
31922000,3268600,100,P,T,0
31922000,3268600,100,P,T,0
31922000,3268500,100,Q,T,0
31922000,3268500,375,Q,T,0
31922000,3268500,471,P,@F,0
31923000,3268200,200,Q,T,0
31923000,3268200,360,K,T,0
